epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,1502.07,0.14431,0.79735,0.90422,0.37103,0.95549,0.40162,0.354,0.39932,1.19745,1.35327,0.0012872,0.0012872,0.0012872
20,1550.01,0.1412,0.81141,0.90453,0.37142,0.94065,0.39573,0.34899,0.39359,1.26139,1.38895,0.0012476,0.0012476,0.0012476
21,1599.05,0.13906,0.8018,0.90202,0.37942,0.96142,0.40453,0.37426,0.43161,1.20797,1.46528,0.001208,0.001208,0.001208
22,1645.98,0.13311,0.79821,0.90291,0.37264,0.94065,0.41289,0.32319,0.40613,1.20842,1.42323,0.0011684,0.0011684,0.0011684
23,1682.94,0.13019,0.80071,0.89984,0.37514,0.93472,0.39661,0.34893,0.36207,1.1975,1.31712,0.0011288,0.0011288,0.0011288
24,1720.15,0.1261,0.79676,0.89951,0.38698,0.98516,0.46278,0.43283,0.31717,1.15652,1.29414,0.0010892,0.0010892,0.0010892
25,1764.52,0.12452,0.79913,0.89765,0.39069,0.98813,0.53507,0.50761,0.29508,1.07131,1.29766,0.0010496,0.0010496,0.0010496
26,1813.58,0.11767,0.78891,0.89608,0.39156,0.9822,0.51507,0.46688,0.33588,1.13969,1.33197,0.00101,0.00101,0.00101
27,1862.43,0.11844,0.791,0.89637,0.38954,0.98516,0.3905,0.33968,0.35658,1.15182,1.30324,0.0009704,0.0009704,0.0009704
28,1911.4,0.1161,0.79079,0.89647,0.39135,0.99407,0.41424,0.36268,0.3212,1.16437,1.29544,0.0009308,0.0009308,0.0009308
29,1961.97,0.11119,0.77907,0.89324,0.39121,0.9822,0.45417,0.39921,0.30343,1.08245,1.25057,0.0008912,0.0008912,0.0008912
30,2003.5,0.10957,0.79422,0.89474,0.38702,0.98358,0.44686,0.37356,0.33912,1.15791,1.31125,0.0008516,0.0008516,0.0008516
31,2043.07,0.10549,0.78337,0.89374,0.39459,0.9911,0.44094,0.39199,0.33666,1.12917,1.32655,0.000812,0.000812,0.000812
32,2083.55,0.10204,0.77521,0.89079,0.38492,0.99163,0.45461,0.42954,0.33025,1.16175,1.32787,0.0007724,0.0007724,0.0007724
33,2128.92,0.10249,0.7888,0.8909,0.39475,0.97923,0.52419,0.51475,0.30016,1.08422,1.3029,0.0007328,0.0007328,0.0007328
34,2178.14,0.09896,0.78253,0.89006,0.38481,0.97817,0.41092,0.38968,0.3005,1.10204,1.29354,0.0006932,0.0006932,0.0006932
35,2227.13,0.096,0.78276,0.89152,0.3873,0.9829,0.4221,0.38774,0.35476,1.13534,1.3503,0.0006536,0.0006536,0.0006536
36,2274.81,0.09432,0.76991,0.89031,0.39406,0.98813,0.42386,0.40202,0.32852,1.09141,1.33491,0.000614,0.000614,0.000614
37,2322.95,0.0915,0.77688,0.88869,0.39123,0.97923,0.41707,0.39765,0.32396,1.14331,1.34429,0.0005744,0.0005744,0.0005744
38,2371.69,0.08941,0.77181,0.88847,0.39284,0.98684,0.44178,0.42444,0.30804,1.09742,1.29227,0.0005348,0.0005348,0.0005348
39,2420.94,0.08809,0.77964,0.88608,0.39564,0.9911,0.4097,0.38324,0.2969,1.13981,1.289,0.0004952,0.0004952,0.0004952
40,2471.29,0.08795,0.76875,0.88671,0.39144,0.99249,0.49527,0.46214,0.29105,1.12249,1.26874,0.0004556,0.0004556,0.0004556
41,2566.21,0.048,0.78729,0.91191,0.39109,0.96817,0.52719,0.51407,0.27035,1.1054,1.26358,0.000416,0.000416,0.000416
