epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,2588.68,0.11055,0.32846,0.90203,0.86297,0.471,0.59177,0.56569,0.59871,1.88743,1.39073,0.0006536,0.0006536,0.0006536
36,2659.81,0.1077,0.32011,0.90234,0.86814,0.46061,0.56551,0.54063,0.87599,2.39757,1.74036,0.000614,0.000614,0.000614
37,2730.77,0.10594,0.31228,0.90008,0.87855,0.44994,0.59272,0.57537,0.66977,2.19977,1.45859,0.0005744,0.0005744,0.0005744
38,2801.98,0.10286,0.30279,0.90059,0.66725,0.45717,0.54876,0.52786,0.61491,2.18142,1.45213,0.0005348,0.0005348,0.0005348
39,2873.23,0.1005,0.30461,0.89747,0.84622,0.47768,0.54574,0.52452,0.45507,1.83266,1.27953,0.0004952,0.0004952,0.0004952
40,2943.89,0.09966,0.28976,0.8979,0.88568,0.42702,0.61354,0.59025,0.70868,2.2005,1.60536,0.0004556,0.0004556,0.0004556
41,3037.62,0.05489,0.14848,0.91147,0.89993,0.35585,0.5502,0.54146,0.85166,2.26148,1.58852,0.000416,0.000416,0.000416
42,3107.38,0.04517,0.09242,0.9045,0.94256,0.39566,0.59531,0.59089,0.80714,2.49236,1.58084,0.0003764,0.0003764,0.0003764
43,3176.98,0.0412,0.08687,0.9011,0.54172,0.54041,0.58459,0.58156,0.46499,2.15256,1.30357,0.0003368,0.0003368,0.0003368
44,3246.84,0.03732,0.0738,0.90081,0.63707,0.49337,0.60038,0.59611,0.77996,2.75864,1.65329,0.0002972,0.0002972,0.0002972
45,3316.53,0.03554,0.07135,0.9034,0.9243,0.39928,0.61093,0.60816,0.58579,2.45891,1.39748,0.0002576,0.0002576,0.0002576
46,3394.91,0.03363,0.06579,0.89476,0.69934,0.50784,0.63651,0.63315,0.47633,2.60586,1.29527,0.000218,0.000218,0.000218
47,3471.81,0.03045,0.05752,0.90044,0.57377,0.50663,0.57913,0.57607,0.38833,2.53122,1.2471,0.0001784,0.0001784,0.0001784
48,3541.34,0.02948,0.0582,0.90354,0.57122,0.47889,0.56117,0.55732,0.56213,2.82883,1.39973,0.0001388,0.0001388,0.0001388
49,3620.66,0.02754,0.04864,0.9006,0.79847,0.36671,0.56433,0.56157,0.49709,2.68479,1.33383,9.92e-05,9.92e-05,9.92e-05
50,3695.39,0.02506,0.04635,0.89874,0.55994,0.47889,0.57851,0.57481,0.54903,2.84502,1.3807,5.96e-05,5.96e-05,5.96e-05
